address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Van Eeghenstraat 48 I,1071 GJ Amsterdam,7 september 2022,€ 775.000 kosten koper,71 m²,D,Bovenwoning (appartement),1896,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,1 woonlaag,,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2009, eigendom",Volle eigendom,,"Aan park, in centrum en in woonwijk",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Lijnbaansgracht 66 -3,1015 GV Amsterdam,6 september 2022,€ 400.000 kosten koper,52 m²,G,Bovenwoning,1938,2 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt uit 2012, lease)",Volle eigendom,,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Koninginneweg 53 c,1075 CH Amsterdam,5 september 2022,€ 725.000 kosten koper,71 m²,E,Bovenwoning (appartement),1897,5 kamers (2 slaapkamers),1 badkamer,Ligbad en douche,2 woonlagen,,Cv-ketel,Cv-ketel,"Bosch 26 HRC (gas gestookt combiketel uit 2007, eigendom)",Volle eigendom,,In woonwijk en vrij uitzicht,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Banne Buikslootlaan 117 F,1034 AC Amsterdam,5 september 2022,€ 450.000 kosten koper,71 m²,A,Galerijflat (appartement),2014,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Eigendom belast met erfpacht,Eeuwigdurend afgekocht,In woonwijk,,,,,,
Kleiburg 1045,1104 EA Amsterdam,7 september 2022,€ 285.000 kosten koper,59 m²,C,Galerijflat (appartement),2015,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,"Dakisolatie, HR-glas en vloerisolatie",Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-12-2054),Afgekocht tot 31-12-2054,In woonwijk en vrij uitzicht,Balkon aanwezig,Openbaar parkeren,,,,
Pannerdenstraat 30,1106 BE Amsterdam,6 september 2022,€ 335.000 kosten koper,83 m²,B,Bovenwoning (dubbel bovenhuis),1982,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2013, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,Zonneterras,,,
Amstelveenseweg 757 H,1081 JG Amsterdam,5 september 2022,€ 1.000.000 kosten koper,142 m²,D,Dubbel benedenhuis (appartement),1923,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"Sauna, douche en toilet",2 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Intergas compact HRE CW-5 (gas gestookt combiketel uit 2020, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-05-2058),,"Aan bosrand, aan water, in bosrijke omgeving en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Kerkstraat 70 -H,1017 GN Amsterdam,5 september 2022,€ 650.000 kosten koper,63 m²,C,Bovenwoning (appartement),,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,,Cv-ketel,Cv-ketel,Feenstra (gas gestookt combiketel uit 2015),Volle eigendom,,Aan rustige weg en in centrum,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Lauriergracht 124 b,1016 RS Amsterdam,3 september 2022,€ 800.000 kosten koper,100 m²,C,Bovenwoning (appartement),Voor 1906,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,Gas gestookt combiketel,Volle eigendom,,"Aan rustige weg, aan water en in centrum",,Betaald parkeren en parkeervergunningen,,,,
Prinseneiland 465,1013 LP Amsterdam,3 september 2022,€ 650.000 kosten koper,104 m²,C,Bovenwoning (appartement),Voor 1906,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,Vloerisolatie,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Thermomaster (gas gestookt combiketel uit 2001, eigendom)",,,"Aan rustige weg, aan vaarwater en aan water",,Openbaar parkeren en parkeervergunningen,,,,
Swammerdamstraat 49 3,1091 RR Amsterdam,3 september 2022,€ 650.000 kosten koper,88 m²,,Bovenwoning (appartement),1884,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,,,,Aan rustige weg en in woonwijk,,Parkeervergunningen,,,,
Tweede Helmersstraat 28,1054 CK Amsterdam,3 september 2022,€ 510.000 kosten koper,64 m²,E,Benedenwoning (appartement),,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Remeha (gas gestookt combiketel uit 2009),Volle eigendom,,Aan rustige weg en in woonwijk,,Parkeervergunningen,,,,
Rooswijck 60,1081 AK Amsterdam,6 september 2022,€ 439.000 kosten koper,79 m²,F,Galerijflat (appartement),1960,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,Dubbel glas,Blokverwarming,Elektrische boiler,,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
H. Gerhardstraat 10,1069 TD Amsterdam,3 september 2022,€ 569.000 kosten koper,103 m²,A,Benedenwoning (appartement),2012,4 kamers (3 slaapkamers),1 apart toilet,,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan park, aan rustige weg en in woonwijk",,Openbaar parkeren en parkeergarage,Zonneterras,,,
Eerste Helmersstraat 146 -3,1054 EJ Amsterdam,3 september 2022,€ 1.025.000 kosten koper,114 m²,D,Bovenwoning (dubbel bovenhuis),1899,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HR (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,In centrum,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Weesperzijde 132 2,1091 ER Amsterdam,3 september 2022,€ 997.500 kosten koper,132 m²,F,Bovenwoning,1885,4 kamers (2 slaapkamers),2 badkamers,Douche en 2 toiletten,2 woonlagen,,Cv-ketel,Cv-ketel,Combiketel,Volle eigendom,,,,Betaald parkeren en parkeervergunningen,,,,
M. Gandhilaan 85,1069 NC Amsterdam,2 weken,€ 325.000 kosten koper,64 m²,C,Bovenwoning (appartement),1988,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,,Cv-ketel,Cv-ketel,"HR ( combiketel uit 2013, huur)",Gemeentelijke erfpacht (einddatum erfpacht: 01-01-2038),Afgekocht tot 01-01-2038,Aan rustige weg en in woonwijk,Dakterras aanwezig en balkon aanwezig,Openbaar parkeren,,,,
Smalschipstraat 17 +PP,1086 VM Amsterdam,2 september 2022,€ 710.000 kosten koper,121 m²,A++,Maisonnette (appartement),2019,5 kamers (3 slaapkamers),,,2 woonlagen,"Dakisolatie, driedubbel glas, dubbel glas, eco-bouw, gedeeltelijk dubbel glas, geen spouw, grotendeels dubbelglas, HR-glas, kierdichting, muurisolatie, vloerisolatie, volledig geïsoleerd en voorzetramen",Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht (einddatum erfpacht: 31-03-2068),€ 4.606 per jaar,"Aan park, aan rustige weg, aan water en in woonwijk",Frans balkon aanwezig,Op eigen terrein,,,,
Tweede Boerhaavestraat 76 III,1091 AR Amsterdam,3 september 2022,€ 550.000 kosten koper,64 m²,D,Bovenwoning (appartement),1912,3 kamers (2 slaapkamers),,,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2008, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2027),"€ 59,4 per jaar",,Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Anna Blamansingel 39,1102 SR Amsterdam,2 weken,€ 295.000 kosten koper,50 m²,A+,Portiekflat (appartement),2006,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",,,,,,
Schinkelhavenkade 6,1075 VS Amsterdam,2 weken,€ 3.000.000 kosten koper,346 m²,C,Dubbel benedenhuis (appartement),1940,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad,2 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel uit 2018, eigendom)",Volle eigendom,,"Aan vaarwater, aan water, beschutte ligging en vrij uitzicht",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Cliostraat 29 I,1077 KB Amsterdam,2 weken,€ 1.099.000 kosten koper,169 m²,,Bovenwoning (dubbel bovenhuis),1939,7 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad,2 woonlagen,Gedeeltelijk dubbel glas en vloerisolatie,Blokverwarming,Centrale voorziening,,Gemeentelijke erfpacht (einddatum erfpacht: 15-04-2063),"€ 2.270,69 per jaar met optie tot afkopen","Aan rustige weg, beschutte ligging en in woonwijk",Balkon aanwezig en frans balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Minahassastraat 14 -C,1094 RX Amsterdam,2 weken,€ 250.000 kosten koper,37 m²,A,Portiekflat (appartement),1981,2 kamers,1 badkamer,Douche en toilet,1 woonlaag,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 29-02-2032),Eeuwigdurend afgekocht,In woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Kanaalstraat 133 I,1054 XD Amsterdam,2 weken,€ 450.000 kosten koper,49 m²,C,Bovenwoning (appartement),1906,2 kamers (1 slaapkamer),1 badkamer,Ligbad en toilet,1 woonlaag,,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2022, eigendom",Volle eigendom,,,Dakterras aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Carolina MacGillavrylaan 380,1098 XB Amsterdam,3 september 2022,€ 725.000 kosten koper,139 m²,A,Bovenwoning (appartement),2008,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Toilet,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Volle eigendom,,"Beschutte ligging, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren,,,,
Azaleastraat 16,1032 BW Amsterdam,2 weken,€ 325.000 kosten koper,58 m²,D,Maisonnette (dubbel bovenhuis),1925,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas en vloerisolatie",Cv-ketel,Cv-ketel,,Gemeentelijke erfpacht (einddatum erfpacht: 30-04-2055),Afgekocht tot 30-04-2055,Aan park en in woonwijk,,Betaald parkeren,,,,
Haparandaweg 830,1013 BD Amsterdam,2 weken,€ 375.000 kosten koper,40 m²,A+,Bovenwoning (appartement),2015,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-05-2064),€ 1.738 per jaar,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Karel Doormanstraat 106 II,1055 VG Amsterdam,2 weken,€ 375.000 kosten koper,54 m²,C,Bovenwoning (appartement),1937,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-01-2057),Afgekocht tot 01-01-2057,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Anton Verheijstraat 3 2,1077 KS Amsterdam,2 weken,€ 750.000 kosten koper,109 m²,D,Tussenverdieping (appartement),1956,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Blokverwarming,Gasboiler,,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, parkeergarage en parkeervergunningen",,,,
Prinsengracht 779 G,1017 JZ Amsterdam,2 weken,€ 985.000 kosten koper,107 m²,G,Penthouse (appartement),Voor 1906,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,"Aan vaarwater, aan water, in centrum en vrij uitzicht",Dakterras aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Zonneterras,,,
Jacob van Lennepkade 274 A,1053 NE Amsterdam,2 weken,€ 625.000 kosten koper,69 m²,C,Bovenwoning (appartement),1988,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2022, eigendom",Gemeentelijke erfpacht (einddatum erfpacht: 01-10-2038),Afgekocht tot 01-10-2038,"Aan drukke weg, aan vaarwater, aan water, in centrum, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Amsteldijk 16 BV,1074 HR Amsterdam,4 september 2022,€ 1.249.000 kosten koper,168 m²,D,Bovenwoning (appartement),1883,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en 2 toiletten",2 woonlagen,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,"Aan water, in centrum, in woonwijk en vrij uitzicht",Dakterras aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Churchill-laan 8 -I,1078 EE Amsterdam,2 weken,€ 475.000 kosten koper,62 m²,C,Bovenwoning (appartement),1924,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2012, eigendom)",Gemeentelijke erfpacht,€ 404 per jaar,In woonwijk en vrij uitzicht,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Jan van Galenstraat 111 D,1056 BK Amsterdam,2 weken,€ 529.000 kosten koper,62 m²,F,Bovenwoning (appartement),1923,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",2 woonlagen,,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2004, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en openbaar parkeren,Zonneterras,,,
Botterstraat 150,1034 BV Amsterdam,2 weken,€ 425.000 kosten koper,76 m²,,Portiekflat (appartement),1967,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"2012, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-08-2055,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Achillesstraat 113 3,1076 RA Amsterdam,2 weken,€ 700.000 kosten koper,98 m²,F,Bovenwoning (appartement),1930,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",4 woonlagen,,Cv-ketel,Cv-ketel,"Intergas HR ketel (2005, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-02-2055),"€ 512,35 per jaar",,Dakterras aanwezig en balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Willem de Zwijgerlaan 142 1,1056 JV Amsterdam,2 weken,€ 385.000 kosten koper,48 m²,C,Portiekflat (appartement),1934,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-09-2058),"€ 28,87 per jaar","Aan park, in centrum en in woonwijk",,Openbaar parkeren en parkeervergunningen,,,,
Hoekschewaardweg 64,1025 PD Amsterdam,2 weken,€ 349.000 kosten koper,56 m²,B,Benedenwoning (appartement),1984,2 kamers (1 slaapkamer),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Aan park en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Bolestein 628,1081 EL Amsterdam,2 weken,€ 535.000 kosten koper,92 m²,G,Bovenwoning (appartement),1969,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan bosrand, aan rustige weg en in woonwijk",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Omval 387,1096 HR Amsterdam,2 weken,€ 675.000 kosten koper,98 m²,A,Tussenverdieping (appartement),1997,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,"Dubbel glas, HR-glas, muurisolatie, vloerisolatie en voorzetramen",Stadsverwarming,Centrale voorziening,,Volle eigendom,,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",,Betaald parkeren en parkeergarage,,,,
Jan van Eijckstraat 24 I,1077 LL Amsterdam,2 weken,€ 1.615.000 kosten koper,211 m²,C,Bovenwoning (dubbel bovenhuis),1928,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 douches en 2 toiletten,4 woonlagen,Gedeeltelijk dubbel glas en muurisolatie,Cv-ketel,Cv-ketel en geiser,"Atag Blauwe Engel (gas gestookt combiketel uit 2002, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Johan Jongkindstraat 238,1062 DK Amsterdam,2 weken,€ 410.000 kosten koper,78 m²,A,Bovenwoning (appartement),1998,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel, eigendom)",Gemeentelijke erfpacht,Eeuwigdurend afgekocht,In woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Tuinstraat 71 hs,1015 NZ Amsterdam,2 weken,€ 420.000 kosten koper,41 m²,,Benedenwoning (appartement),1878,2 kamers (1 slaapkamer),,,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt, eigendom",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",,Betaald parkeren,Achtertuin,,,
Lumeijstraat 22 IV,1056 VX Amsterdam,2 weken,€ 475.000 kosten koper,70 m²,C,Bovenwoning (appartement),1922,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",,Betaald parkeren,,,,
Rondeel 158,1082 MH Amsterdam,2 weken,€ 545.000 kosten koper,99 m²,C,Bovenwoning (appartement),1987,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,HR Combiketel (2017),Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2036),Afgekocht tot 31-08-2036,Aan park,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Oostzaanstraat 295,1013 WJ Amsterdam,2 weken,€ 769.000 kosten koper,100 m²,B,Bovenwoning (appartement),1918,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,,Gehele vloerverwarming,Cv-ketel,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-11-2060,"Aan rustige weg, in woonwijk en vrij uitzicht",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Kloekhorststraat 203,1104 MN Amsterdam,2 weken,€ 325.000 kosten koper,70 m²,A,Portiekflat (appartement),1985,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Dubbel glas en HR-glas,Cv-ketel,Cv-ketel,"Nefit Proline NxT HRC 30 CW 5 (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 15-03-2035,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,,,,
Cruquiuskade 65,1018 AM Amsterdam,2 weken,€ 765.000 kosten koper,138 m²,A+,Bovenwoning,2002,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,"Aan water, in woonwijk en vrij uitzicht",,Betaald parkeren en openbaar parkeren,,,,
Dierenriem 88,1033 AG Amsterdam,2 weken,€ 325.000 kosten koper,78 m²,E,Bovenwoning (appartement),1963,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-10-2036),€ 100 per jaar,,Balkon aanwezig,Openbaar parkeren,,,,
Stadionweg 84 -C,1077 SP Amsterdam,2 weken,€ 1.080.000 kosten koper,92 m²,D,Bovenwoning (appartement),1920,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel en gehele vloerverwarming,Cv-ketel,"Nefit (gas gestookt combiketel uit 2021, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2053),"€ 1.482,28 per jaar met optie tot afkopen",,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Het Hoogt 175,1025 GV Amsterdam,2 weken,€ 400.000 kosten koper,93 m²,C,Bovenwoning (appartement),1968,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Blokverwarming,Centrale voorziening,,Gemeentelijke erfpacht (einddatum erfpacht: 15-04-2056),Afgekocht tot 15-04-2056,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren,,,,
